id;title;content_preview;initial_ai_sentiment;manual_verified_label;notes
114;Piala Emirates: Arsenal vs Borussia Dortmund, The Gunners Takluk 2-3;Arsenal harus mengakui keunggulan Borussia Dortmund dengan skor 2-3 dalam laga Piala Emirates. Meski kalah di waktu normal, The Gunners menang adu penalti.;Positif;2;
115;Kasus 996 Senjata di Sekolah, Kuasa Hukum Bantah Ada Ekskul Menembak;Yayasan Harapan Ibu Pondok Pinang (YHI-PP) memberlakukan sistem pendidikan jarak jauh (PJJ) selama satu minggu setelah polisi menemukan 996 senjata di ruangan mantan ketua yayasan. (Liputan6.com/Rifqy Alief Abiyya);Negatif;0;
116;Apel Kebangsaan Jaga Jakarta Digelar di Monas Hari Ini;Apel Kebangsaan Jaga Jakarta digelar di Monas, diinisiasi Polda Metro Jaya dengan menggandeng Kodam Jaya, Pemprov DKI dan sejumlah elemen masyarakat.;Netral;1;
117;Zulhas Akui Ada Program Pemerintah Belum Optimal, Minta Doa Ulama;Suasana doa keselamatan bangsa, zikir kebangsaan, dan haul pendiri NKRI yang diinisiasi Pengurus Besar Jamiyah Ahlith Thariqah Al Mutabaroh Ahlussunnah Wal Jamaah (PB Jatma Aswaja) di Masjid Istiqlal, Jakarta, Minggu (9/8/2026). (ANTARA);Netral;1;
118;Momen Detik-detik Pesawat Terbesar di Dunia Mendarat di Soekarno Hatta;Pesawat Airbus A380-800 milik Emirates mendarat di Bandar Udara Internasional Soekarno-Hatta, Tangerang Banten Sabtu malam 8 Agustus 2026. Intip seperti apa penampakannya;Netral;1;
119;Ikatan dan Makin Rapuh, AS Uji Loyalitas bagi Anggota NATO;AS mengaitkan pemberian dukungan militer bagi anggota NATO dengan sejauh mana mereka sejalan dengan kebijakan luar negeri Presiden Donald Trump,. Itu dilaporkan Bloomberg.;Positif;2;
120;Timothy Ronald Bangun Sekolah ke-5 di Sumba Timur, Targetkan 1.000 Sekolah;Timothy Ronald melalui Ronald Foundation meresmikan pembangunan sekolah ke-5 di Sumba Timur, NTT, sebagai bagian dari misi membangun 1.000 sekolah di Indonesia.;Positif;2;
121;Update Gempa M7,7 NTT: 14 Orang Meninggal dan Puluhan Bangunan Rusak;Gempa bumi berkekuatan magnitudo (M) 7,7 yang mengguncang wilayah Nusa Tenggara Timur (NTT) pada Sabtu (15/8/2026) pukul 04.58.24 WIB mengakibatkan korban jiwa dan kerusakan bangunan di sejumlah wilayah.;Negatif;0;
122;Kalimantan Dilanda Karhutla, BNPB: Layanan Penerbangan Tetap Berjalan Aman;BNPB turut memantau dampak asap kebakaran hutan dan lahan (Karhutla) di Kalimantan terhadap sektor transportasi udara. Kepekatan asap sempat menyebabkan penurunan jarak pandang di wilayah Banjarbaru, Palangka Raya, dan Pontianak.;Netral;1;
123;Kemenag Rilis Panduan Takbiran di Bali Jika Berbarengan dengan Nyepi;Kemenag Rilis Panduan Takbiran di Bali Jika Berbarengan dengan Nyepi;Netral;1;
124;BNI Buka Presale Eksklusif Tiket Andrea Bocelli 'Romanza' di Indonesia;BNI membuka presale tiket konser Andrea Bocelli dengan diskon hingga 20% untuk nasabah, konser di Indonesia merayakan 30 tahun album Romanza.;Netral;1;
125;Tito Ungkap Pendapatan Pemda Turun Jadi Rp608 T, TKD Jadi Fokus;Mendagri Tito Karnavian mengatakan realisasi pendapatan pemerintah daerah mencapai Rp606,8 triliun atau 51,05 persen hingga 31 Juli 2026.;Positif;2;
126;Prabowo Bakal Cek Penanganan Kebakaran Hutan Sumatra Hari Ini;Peninjauan kebakaran hutan Sumatra merupakan kelanjutan dari kunjungan Prabowo setelah menyambangi Kalimantan.;Negatif;0;
127;Media: Stok rudal pencegat AS tersedia lagi di April 2027;Dokumen Pentagon menyebutkan&nbsp;;1;
128;DPRD Bandung Perketat Pengawasan Proyek RSUD dan Gedung Inspektorat, Risiko Hukum hingga Anggaran Dipetakan;DPRD Kota Bandung mulai memetakan berbagai potensi risiko dalam proyek pembangunan Gedung Rumah Sakit Umum Daerah (RSUD) Kota Bandung dan Gedung Inspektorat Daerah.;Positif;2;
129;E-Sports Kapolri Cup 2026 Tembus 35.936 Peserta, 3 Rekor MURI Dipecahkan Sekaligus;E-Sports Kapolri Cup 2026 sukses digelar diikuti 35.936 peserta dari 34 Polda dan 403 Polres. Ajang ini juga berhasil mencetak 3 rekor MURI sekaligus.;Positif;2;
130;Jadi Juara Liga Tenis Indonesia 2026 Seri 1, Lucky Candra Kurniawan Alihkan Fokus ke Asian Games;Petenis Lucky Candra Kurniawan menjuarai Liga Tenis Indonesia 2026 Seri 1 di Jakarta. Gelar ini jadi modal penting menuju persiapan Asian Games 2026.;Positif;2;
131;Golkar Salurkan 350 Ribu Benih Ikan ke Bandung Barat, Dorong Budidaya Perikanan Berkualitas;Wakil Ketua Komisi IV DPR RI Panggah Susanto dan Anggota Komisi IV DPR RI, Dadang M. Naser, menyalurkan bantuan sebanyak 350 ribu ekor benih ikan ke masyarakat.;Positif;2;
132;KAI Targetkan Tahap Pertama Proyek Green Line Rampung 2027;KAI menargetkan pengembangan KRL Green Line Tanah Abang-Rangkasbitung rampung pada 2027, dengan penambahan gardu listrik dan modernisasi rangkaian.;Netral;1;
133;Gerebek Sampah dan Tanam Pohon, Pemprov DKI Wujudkan Jakarta Asri;Pemprov DKI Jakarta bersama TNI-Polri menggelar gerebek sampah, diikuti penanaman pohon di kawasan Kalijodo, Jakarta Barat, Sabtu (15/8).;Netral;1;
134;DPRD Bandung Targetkan Perda BPR Syariah Rampung, Transformasi Perseroda Diharap Dongkrak PAD;DPRD Kota Bandung bersama Pemerintah Kota Bandung tengah mempercepat pembahasan Rancangan Peraturan Daerah (Raperda) tentang perubahan bentuk badan hukum BPR Syariah;Netral;1;
135;Ini Daftar Pemeran Film Oki & Nirmala dan Jadwal Tayang;Film Oki &amp;;1;
136;FOTO: Semarak Apel Kebangsaan Jaga Jakarta untuk Indonesia;Apel Kebangsaan Jaga Jakarta untuk Indonesia digelar di Lapangan Monumen Nasional (Monas), Jakarta Pusat, Sabtu (8/8) pagi.;Netral;1;
137;Daya Beli Tertekan, Industri Kecantikan Dorong Produk Terjangkau dan Berkualitas;Prof Adjunct Marniati mengatakan kondisi ekonomi yang menantang justru dapat menjadi momentum bagi produk kosmetik, khususnya lipstik.;Netral;1;
138;Hashim Djojohadikusumo: Jangan Borong Hunian Terjangkau;Hashim Djojohadikusumo mengingatkan hunian terjangkau tidak boleh diborong agar masyarakat mendapat kesempatan memiliki apartemen secara adil.;Positif;2;
139;Prabowo Tak Singgung IKN saat Pidato RAPBN 2027, Basuki Buka Suara;Kepala Otorita Ibu Kota Negara (OIKN) Basuki Hadimuljono buka suara mengenai pembangunan IKN yang secara khusus tidak disebut Presiden Prabowo Subianto ketika menyampaikan Rancangan Anggaran Pendapatan dan Belanja Negara (RAPBN) 2027. Prabowo hanya fokus pada 8 sektor Program Kerja Prioritas Nasiona;Positif;2;
140;Menteri Ekonomi Kreatif Dukung Padang Jadi City of Gastronomy UNESCO;Menteri Ekonomi Kreatif Teuku Riefky Harsya mendukung langkah Padang menuju City of Gastronomy UNESCO melalui penguatan ekosistem ekonomi kreatif dan pembenahan sektor gastronomi.;Positif;2;
141;Menkeu: Kurang dari 24 Jam, Bea-Cukai Gagalkan Dua Penyelundupan Emas Senilai Rp 63 Miliar;Menteri Keuangan Purbaya Yudhi Sadewa meminta Bea dan Cukai terus meningkatkan kapabilitas dan beradaptasi terhadap perkembangan modus penyelundupan.;Netral;1;
142;Rumah Buatan BRIN Tak Ambruk Usai Diguncang Gempa NTT, Ini Rahasianya;BRIN mengonfirmasi tiga rumah tahan gempa di NTT tetap berdiri setelah diguncang gempa M7,7 dan rentetan gempa susulan.;Negatif;0;
143;Pemerintah Klaim Telah Guyur Beras 1,6 Juta Ton untuk Tekan Harga;Badan Pangan Nasional mengatakan sampai 21 Agustus 2026, pemerintah telah menggelontorkan Cadangan Beras Pemerintah (CBP) 1,65 juta ton;Netral;1;
144;Kilang Minyak Aramco Diserang Drone Houthi, Iran Ajukan Syarat Buka Selat Hormuz;Kilang minyak Saudi Aramco di Jazan terbakar akibat serangan drone Houthi. Sementara itu, Iran ajukan syarat berat kepada AS untuk pembukaan Selat Hormuz.&nbsp;;0;
147;PT Pertamina Patra Niaga RU Cilacap Buka Tender Penggantian Column Assy 11C-1;"PT Pertamina Patra Niaga Refinery Unit (RU) IV Cilacap secara resmi mengumumkan pelaksanaan tender terbuka untuk pekerjaan bertajuk ""PENGGANTIAN COLUMN ASSY 11C-1 AREA FOC I PT. PERTAMINA PATRA NIAGA DI RU IV CILACAP"".";Netral;1;
148;Yili Group Mendorong Inovasi dan Kolaborasi untuk Ekosistem Susu Global yang Berkelanjutan pada World Dairy Congress 2026;Yili Group Hohhot, China (ANTARA/Xinhua-AsiaNet) &ndash;;2;
149;Dokter Tifa Kaget Ban Mobilnya Robek Panjang, Netizen Bicara Teror dan Pengecut;Tifauzia Tyassuma (Dokter Tifa) kaget ban mobilnya mendadak kempes. Peristiwa itu dialaminya usai rapat di kawasan Jakarta Selatan.;Negatif;0;
150;Pertamina Patra Niaga Kirim Logistik bagi Penyintas Gempa di Palue;PT Pertamina Patra Niaga menyalurkan bantuan logistik dan kebutuhan dasar kepada 534 penyintas gempa di Kecamatan Palue, Kabupaten Sikka, Nusa Tenggara Timur.;Negatif;0;
151;Kebutuhan Hunian Terus Meningkat, Pasar Apartemen di Jatinangor kian Menjanjikan;Sebagai salah satu kawasan pendidikan, kebutuhan hunian di Jatinangor bagi mahasiswa maupun pekerja menjadi peluang tersendiri bagi bisnis apartemen.;Positif;2;
152;Berdayakan Ibu-ibu PKK, UMMADA Cirebon Kembangkan Manisan dari Kulit Semangka;REPUBLIKA.CO.ID, KUNINGAN -&nbsp;;2;
153;Empat orang tewas dalam insiden kekerasan di Chicago, Amerika Serikat;Empat orang tewas dalam insiden penembakan dan penikaman yang terjadi secara terpisah sepanjang malam di Chicago, ...;Negatif;0;
154;Presiden Prabowo Bersama Jokowi Jadi Saksi Momen Sakral Ijab Kabul Kasespri;Presiden Prabowo Subianto dan Presiden ke-7 Joko Widodo (Jokowi) menjadi saksi dalam prosesi akad nikah Kepala Sekretaris Pribadi (Kasespri) Rizky Irmansyah dengan Chika Yenalovi.;Netral;1;
155;Kejar Mimpi Rising Start Digelar di Bandung, Upaya CIMB Niaga Lakukan Edukasi dan Literasi Keuangan Anak Muda;CIMB Niaga menggulirkan gerakan utama #KejarMimpi yang dirancang khusus untuk mewadahi aspirasi, pengembangan diri, dan literasi keuangan anak muda Indonesia.;Netral;1;
156;Berburu Promo di wondrX 2026, Ada Diskon Sepatu hingga 40 Persen;BNI wondrX 2026 menghadirkan beragam penawaran untuk kebutuhan belanja, perjalanan, kuliner, properti, otomotif, hingga layanan finansial.;Netral;1;
157;Gempa NTT Menewaskan 33 Orang, Istana Berduka;Tim penyelamat mencari korban di reruntuhan setelah gempa berkekuatan magnitudo 7,7 mengguncang Pulau Flores di Pelabuhan Laurensius Say di Maumere, Sikka, Nusa Tenggara Timur, Sabtu, 15 Agustus 2026. (AFP/ Arnold Welianto);Negatif;0;
158;Arab Saudi Blokir DP Haji RI hingga Rp66 Miliar;Pemerintah Indonesia kirim nota diplomatik usai pemblokiran 14 juta riyal oleh Arab Saudi terkait dugaan pelanggaran asuransi haji 2026.;Negatif;0;
159;"Changhong Tunjuk Rossa sebagai Brand Ambassador Kampanye ""Langgeng Bersama""";Kolaborasi ini menjadi langkah strategis Changhong untuk semakin mendekatkan diri dengan masyarakat melalui sosok yang inspiratif, hangat, dan dicintai lintas generasi.;Positif;2;
160;Harga Emas Dunia Stabil di US$4.339, Emas Antam Bertahan Rp2,69 Juta per Gram;Harga emas dunia stabil di US$4.339,59 per ons troi, sementara itu harga emas Antam bertahan Rp2,69 juta per gram pada hari ini Senin, 10 Agustus 2026.;Positif;2;
161;Bulog Pastikan Stok Beras Aman dan Distribusi di NTT Tetap Lancar;Melalui penguatan stok, mobilisasi pangan, dan optimalisasi distribusi, Bulog memastikan kebutuhan beras masyarakat NTT tetap terpenuhi.;Positif;2;
162;Trump Tuding Kanada Ingin Keuntungan Sebagai Negara Bagian;Negosiasi perdagangan AS dan Kanada runtuh. Donald Trump memberlakukan tarif 50 persen, sementara PM Mark Carney bersiap membalas &quot;;0;
163;Judi Online Modus Pulsa Terbongkar, Transaksi Capai Rp 890 M;Pengungkapan kasus dugaan judi online (judol) oleh Bareskrim Polri. (Liputan6.com/Rifqy);Negatif;0;
164;Polresta Banyumas Serahkan Pengusutan Kasus Sutrimo ke Polda Metro;Polresta Banyumas serahkan kasus kematian Sutrimo ke Polda Metro Jaya. Penyidik akan lakukan ekshumasi untuk menyelidiki kejanggalan.;Netral;1;
165;BBMKG: Waspada potensi rob di enam pesisir Bali pada 11=17 Agustus;Balai Besar Meteorologi Klimatologi dan Geofisika (BBMKG) Wilayah III Denpasar meminta masyarakat mewaspadai potensi ...;Negatif;0;
166;Andre Rosiade Bagikan 1.000 Paket Sembako di Ketaping Kuranji;Andre Rosiade Bagikan 1.000 Paket Sembako di Ketaping Kuranji;Netral;1;
167;Trump Ingin Akhiri Perang dengan Iran Meski tanpa Kesepakatan Nuklir;Donald Trump dilaporkan bersiap mempertimbangkan penghentian perang dengan Iran tanpa kesepakatan nuklir, dengan syarat Selat Hormuz dibuka secara penuh.;Netral;1;
168;Sisi Lain Lapas Perempuan Bandung: Ada Bayi, MPASI hingga Jalan-jalan Keluar;Sisi lain Lapas perempuan Bandung: Ada bayi, MPASI hingga jalan-jalan keluar.;Netral;1;
169;Polisi Beber Cara Identifikasi Meterai Palsu: Cek Pakai Air Liur;Polda Metro mengatakan untuk orang awam bisa mengecek keaslian sebuah meterai menggunakan air atau air liur pada bagian belakangnya. Jika menempel, maka asli.;Negatif;0;
170;Pernyataan Berkelas Ole Romeny Usai Siksa Juara Liga Belanda PSV Eindhoven;Striker Timnas Indonesia, Ole Romeny, langsung menunjukkan ketajamannya pada pertandingan perdana bersama Fortuna Sittard di Eredivisie 2026/2027. Romeny mencetak satu g;Positif;2;
171;Bikin Geger! Pejabat Eselon II Banda Aceh Diamankan Gegara Dugaan Hubungan Sesama Jenis, Kini Diperiksa Intensif;Seorang pejabat eselon II Pada pemerintah Kota Banda Aceh, telah diamankan Satuan Polisi Pamong Praja dan Wilayatul Hisbah (Satpol PP-WH) Kota Banda Aceh.;Negatif;0;
172;KPK Geledah 15 Lokasi di Kasus Bupati Pemalang, Ini Hasilnya;Bupati Pemalang Anom Widiyantoro berjalan menuju mobil tahanan usai menjalani pemeriksaan di Gedung Merah Putih KPK, Jakarta, Kamis (30/7/2026). (KLY/ Arie Basuki);Netral;1;
173;Komitmen dan Strategi Citilink Dukung Produk Lokal Go Global via Inflight Shop;Maskapai penerbangan Citilink menegaskan komitmen dan dukungannya pada pengembangan produk-produk lokal asli Tanah Air, agar bisa berdaya saing hingga ke level go global.;Positif;2;
174;Ketua Kwartir Cabang Pekanbaru Terima Lencana Darma Bakti di Peringatan Hari Pramuka ke-65;Lencana Darma Bakti merupakan tanda penghargaan bagi seseorang di dalam maupun di luar Gerakan Pramuka yang telah memberikan jasa atau pengabdian besar bagi perkembangan Gerakan Pramuka dan kepramukaan dunia.;Netral;1;
175;Puncak Bogor Terasa Lebih Dingin Saat Kemarau, Pakar IPB University Ungkap Penyebabnya;Di tengah musim kemarau panjang saat ini, suhu udara di kawasan Puncak, Kabupaten Bogor, justru terasa semakin dingin menjelang sore hingga malam hari.;Netral;1;
176;Penyebab Kebakaran Maut di Tebet karena Gangguan Listrik;Kebakaran di kosan dan fotocopy di Tebet menewaskan 4 orang dan 1 terluka. Penyebab diduga gangguan listrik. 86 personel dikerahkan untuk pemadaman.;Negatif;0;
177;Video: 107 Warga Tanjungsari Bogor Diduga Keracunan Mie Ayam MBG;Video: 107 Warga Tanjungsari Bogor Diduga Keracunan Mie Ayam MBG;Netral;1;
178;Jasa Marga Perkuat Layanan Tol Berbasis Teknologi, Utamakan Keselamatan Pengguna;REPUBLIKA.CO.ID, JAKARTA, – PT Jasa Marga (Persero) Tbk menegaskan komitmennya dalam memperkuat layanan jalan tol berbasis teknologi dengan fokus utama pada keselamatan pengguna. Transformasi ini dilakukan melalui peningkatan kualitas...;Positif;2;
179;Sepekan Terpapar Asap Karhutla, Warga Palangka Raya Alami Batuk Parah;Kabut asap masih membumbung tinggi dan menyelimuti Palangka Raya, Kalimantan Tengah, setelah sepekan dilanda kebakaran hutan dan lahan (karhutla).;Negatif;0;
180;KLH/BPLH Ajak Anak Muda Bedah MRT Sebagai Solusi Krisis Ekologi Kota;Kementerian Lingkungan Hidup gelar program KELANA untuk edukasi lingkungan bagi pelajar untuk belajar tentang transportasi berkelanjutan dan dampak ekologisnya.;Netral;1;
181;6 Desain Rumah dengan Biaya Rp 30 Juta yang Sederhana, Hemat, dan Tetap Layak Huni di Desa;Desain rumah dengan biaya Rp 30 juta memang menantang. Simak 6 model rumah sederhana di desa lengkap spesifikasi, material, dan rincian biayanya.;Netral;1;
182;KAI Siapkan Jalur Kereta Baru di 3 Wilayah usai Dititah Prabowo;KAI siapkan pengembangan jalur kereta baru di Sumatra, Kalimantan, dan Bali mengikuti arahan Presiden Prabowo untuk mendukung logistik dan transportasi.;Positif;2;
183;Video Solusi JK Atasi Banjir Jakarta, Sarankan Hunian Bertingkat;Video Solusi JK Atasi Banjir Jakarta, Sarankan Hunian Bertingkat;Netral;1;
184;Reuni Che'Nelle dan EIGO Lewat Lagu Taisetsu na Mono untuk DOCOMO Future Museum;Che'Nelle kembali bekerja sama dengan penulis lagu EIGO untuk merilis &quot;;1;
185;Pramono Putuskan Bongkar JPO 'Love-Hate Relationship' Rasuna Said;"Gubernur DKI Jakarta Pramono Anung memutuskan untuk membongkar JPO ""Love-Hate Relationship"" di kawasan Jalan HR Rasuna Said, Kuningan, Jakarta Selatan (Jaksel).";Netral;1;
186;Punya Waktu Terbatas? Ini Strategi Main Game Minecraft Java Edition agar Satu Jam Tetap Menghasilkan Banyak Progres;Punya waktu main Minecraft Java Edition hanya satu jam? Ikuti strategi ini agar eksplorasi, mining, crafting, hingga membangun base tetap menghasilkan progres maksimal.;Positif;2;
187;Bos BGN Akui Siswa di Berastagi Trauma Makan MBG usai Kasus Keracunan;Kepala BGN Sudaryono mengakui trauma siswa SMAN 1 Berastagi akibat keracunan. Ia berjanji perbaikan tata kelola MBG untuk mencegah kejadian serupa.;Netral;1;
188;MUI: Hadiah Lomba 17 Agustus yang Berasal dari Uang Pendaftaran Peserta Tergolong Judi;MUI ingatkan hukum menggunakan uang pendaftaran peserta sebagai sumber biaya hadiah lomba 17 Agustus tergolong praktik judi (qimar).;Negatif;0;
189;KKP dan Masyarakat Bersihkan Pantai Papela dalam Peringatan HUT Ke-81 RI, Angkut 3,2 Ton Sampah;KKP bersama lebih dari 450 masyarakat Rote Ndao membersihkan Pantai Papela dan mengangkut 3,2 ton sampah dalam rangka memperingati HUT ke-81 Kemerdekaan RI.;Netral;1;
190;Menteri PPPA Buka Suara soal Temuan Ratusan Senjata di Sekolah Jaksel;Menteri PPPA Arifah Fauzi prihatin atas temuan ratusan senjata dan narkoba di sekolah swasta Jakarta. Ia mendorong lingkungan belajar yang aman bagi anak.;Netral;1;
191;Shin Tae-yong Siapkan Persija Hadapi Dua Tim Thailand, Pemain Timnas Indonesia Dapat Perlakuan Khusus;Shin Tae-yong menyiapkan Persija menghadapi dua tim Thailand. Enam pemain Timnas Indonesia mendapat program khusus usai Piala AFF 2026 sebelum Super League.;Netral;1;
192;Kemenimipas-Kemenkes gelar pemeriksaan katarak dan CKGsambut HUT RI;Kementerian Imigrasi dan Pemasyarakatan bersama Kementerian Kesehatan melaksanakan pemeriksaan katarak dan cek ...;Netral;1;
193;Jalin Sinergi dengan Kementerian Koperasi, BPJS Kesehatan Raih Penghargaan Bakti Koperasi Pradana Nayaka;Perluasan kerja sama dengan Klinik dan Apotek Merah Putih merupakan salah satu indikator Quick Wins Direksi BPJS Kesehatan periode 2026-2031.;Positif;2;
194;Orang Tua Siswa Sekolah Rakyat Menangis Haru di Hadapan Seskab Teddy;Siti Yuliana, seorang ibu rumah tangga asal Jakarta Utara menangis di hadapan Sekretaris Kabinet Teddy Indra Wijaya, Menteri Sosial Saifullah Yusuf (Gus Ipul);Netral;1;
195;Pemerintah Kebut Pemulihan Infrastruktur dan Pangan di Solok Raya;Pemerintah percepat pemulihan pascabencana di Solok dengan fokus pada infrastruktur, hunian, dan pertanian, anggaran segera direalisasikan.;Positif;2;
196;Dukung Swasembada Pangan, Polda Banten Panen Raya Jagung Kuartal IV 2025;Dukung Swasembada Pangan, Polda Banten Panen Raya Jagung Kuartal IV 2025;Positif;2;
197;Program PESAT Malinau Ciptakan Lapangan Kerja;Program Pertanian Sehat yang diinisiasi Bupati Malinau, Wempi W. Mawa, tak hanya memperkuat ketahanan pangan tapi juga membuka lapangan kerja.;Netral;1;
198;Kasus Dugaan Kekerasan Seksual DJ Wanita di Jaksel, Polisi Segera Tentukan Nasib Terduga Pelaku yang Ngaku Punya Jabatan;Polisi segera menentukan status hukum TI, terlapor dalam kasus dugaan kekerasan seksual terhadap seorang perempuan yang berprofesi sebagai disc jockey (DJ).;Negatif;0;
199;Istana soal Kewarganegaraan Ganda Terbatas: Jika Disetujui Harus Selektif;Prabowo mengusulkan perubahan undang-undang untuk kewarganegaraan ganda terbatas bagi talenta istimewa. Istana mengatakan jika disetujui harus selektif.;Netral;1;
200;Kolaborasi Pegadaian-BRI, Cicil Emas Makin Mudah lewat BRImo;Masyarakat kini dapat memulai investasi emas langsung melalui BRImo sekaligus memanfaatkan promo yang tersedia selama periode program.;Positif;2;
201;Pemerintah Perkuat Food Estate Kalteng dengan Manajemen Risiko Lintas Sektor;REPUBLIKA.CO.ID, JAKARTA, – Pemerintah memperkuat pengembangan food estate di Kalimantan Tengah (Kalteng) melalui penerapan manajemen risiko lintas sektor. Langkah ini diambil untuk meningkatkan efektivitas proyek, mendukung target swasembada pangan,...;Positif;2;
202;BMKG Ungkap Gempa di NTT Disebabkan Sesar Naik Busur Belakang Flores;BMKG menyebut bahwa gempa bermagnitudo 7,7 yang mengguncang wilayah Nusa Tenggara Timur (NTT) pada Sabtu subuh diakibatkan oleh sesar naik busur belakang Flores.;Negatif;0;
203;Iran Pasang Aturan Baru! Siapkan Beban Tarif untuk Kapal Asing yang Melintas di Selat Hormuz;Iran siapkan aturan baru di Selat Hormuz! Kapal asing yang melintas bakal dibebani biaya layanan. Kebijakan ini memicu ketegangan baru dengan AS.;Netral;1;
204;Detik-detik Kebakaran Hebat Lahap Gedung Bapenda DKI;Gedung Badan Pendapatan Daerah (Bapenda) DKI Jakarta mengalami kebakaran pada Jumat (7/8) malam.;Negatif;0;
205;Jadwal TKA SMA 2026 Lengkap, Cek Waktu Pengerjaan dan Materi yang Diujikan;Tes Kemampuan Akademik (TKA) SMA sederajat 2026 akan dilaksanakan selama empat hari. Selain mempersiapkan diri menghadapi tes, murid juga perlu mengetahui jadwal, urutan mata uji, hingga alokasi waktu pengerjaan setiap sesi.;Netral;1;
206;Dari Santunan Menuju Kemandirian, PEKA Dorong Keluarga Pekerja Bangkit;BPJS Ketenagakerjaan menghadirkan pendampingan dan pemberdayaan bagi keluarga pekerja agar mampu bangkit, memiliki keterampilan, membangun sumber penghidupan baru, dan hidup mandiri melalui program PEKA.;Positif;2;
207;Baznas dan KHCF Yordania Perkuat Kerja Sama Kesehatan untuk Palestina;Baznas RI salurkan bantuan Rp1,7 miliar dan siapkan beasiswa kesehatan bagi warga Palestina melalui kerja sama dengan KHCF Yordania.;Positif;2;
208;Update Gempa NTT, 14 Orang Meninggal dan Puluhan Bangunan Rusak;Korban meninggal sementara tercatat di Kabupaten Sikka sebanyak 3 orang, Kabupaten Manggarai 6 orang dan Kabupaten Manggarai Timur 5 orang.;Negatif;0;
209;Menteri UMKM Targetkan Diskon 50% Biaya Layanan Berlaku Pekan Depan;Menteri UMKM Maman Abdurrahman menargetkan penerapan diskon 50% biaya layanan bagi penjual (seller) UMKM di platform e-commerce berlaku pekan depan.;Netral;1;
210;Target Pertumbuhan Ekonomi 6%, Bamsoet Berikan Masukan;Bambang Soesatyo menilai target pertumbuhan ekonomi 6% dalam RAPBN 2027 ambisius. Ia menekankan pentingnya peran sektor swasta dan investasi untuk mencapainya.;Positif;2;
211;"Changhong Tunjuk Rossa sebagai Brand Ambassador Kampanye ""Langgeng Bersama""";Kolaborasi ini menjadi langkah strategis Changhong untuk semakin mendekatkan diri dengan masyarakat melalui sosok yang inspiratif, hangat, dan dicintai lintas generasi.;Positif;2;
212;Harga Emas Antam Hari Ini Tak Berubah di Rp2,69 Juta per Gram;Harga emas Antam (ANTM) pada hari ini, Senin (10/8/2026) stagnan di Rp2.690.000 per gram.;Netral;1;
213;Mendagri Tito Karnavian Buka Kolaborasi Kementerian dan Lembaga dalam Mengapresiasi Pemda Berprestasi;Apresiasi Pemerintah Daerah Berprestasi 2026 menjadi ruang kolaborasi lintas kementerian dan lembaga untuk mendorong daerah meningkatkan kinerja dalam bidang prioritas yang selaras dengan Asta Cita. Penghargaan ini sekaligus menegaskan bahwa pembangunan yang berpihak kepada rakyat membutuhkan kerja;Positif;2;
214;Kabar Terbaru dari Polisi soal Penahanan Richard Lee;Kabar Terbaru dari Polisi soal Penahanan Richard Lee;Negatif;0;
215;E-Sports Kapolri Cup 2026 Tembus 35.936 Peserta, 3 Rekor MURI Dipecahkan Sekaligus;E-Sports Kapolri Cup 2026 sukses digelar diikuti 35.936 peserta dari 34 Polda dan 403 Polres. Ajang ini juga berhasil mencetak 3 rekor MURI sekaligus.;Positif;2;
216;Hujan Es Terjang 3 Distrik Lanny Jaya Papua Bikin Petani Gagal Panen;Hujan es di Lanny Jaya merusak tanaman dan menyebabkan petani gagal panen. Bupati Aletinus Yigibalom bentuk Tim Tanggap Darurat untuk penanganan bencana.;Negatif;0;
217;Pesawat Listrik Terbesar Dunia Terbang Perdana, Target Beroperasi 2031;Pesawat listrik terbesar di dunia X1 sukses terbang perdana dan mendarat di New York.;Positif;2;
218;FOTO: Berlari 38,15 Detik, Robot Tiangong Juara Lari 400 Meter;Robot humanoid asal China, Tiangong, menyabet medali emas di nomor lari 400 meter dengan catatan waktu 38,15 detik di ajang World Humanoid Robot Games 2026.;Positif;2;
219;Gus Ipul Tekankan Tiga Prioritas dalam Pengelolaan Sekolah Rakyat;Gus Ipul menekankan pentingnya membangun budaya disiplin dan kepedulian terhadap fasilitas sekolah rakyat yang merupakan aset negara.;Positif;2;
220;Ada yang Tolak Jalur Sepeda Dihapus, Ini Respons Pemprov DKI;Sejumlah warga tidak sepakat bila nantinya jalur sepeda di Jakarta dihapus. Pemprov DKI Jakarta siap mencari solusi terbaik.;Positif;2;
221;Pramono Tanggapi Rencana Demo Warga Pati di Jakarta 26-27 Agustus;Pramono menyebut, demonstrasi merupakan bagian dari demokrasi dan diperbolehkan, tetapi massa diminta tidak melakukan tindakan anarkis.;Negatif;0;
222;BRI Life Terbukti Perkuat Kinerja dan Profesionalisme Tenaga Penjualan;Asuransi BRI Life kembali menorehkan prestasi di industri asuransi jiwa dengan meraih enam penghargaan dalam ajang Top Agent & Distribution Excellence Awards (TADEA) 2026.;Positif;2;
223;Update Korban Gempa M 7 NTT: 14 Orang Tewas dan 13 Luka;Dari 14 korban tewas, 3 di antaranya di Sikka. Kemudian 6 orang meninggal dunia di Manggarai, lalu 5 orang meninggal dunia di Manggarai Timur.;Negatif;0;
