text,label,source
"Ajakan Hubungan Intim di Balik Kasus Mutilasi Depok. Tersangka kasus mutilasi di Depok, Saepullah alias SA Liputan6.com Ady Anugrahadi",0,dpr_human_verified
"Yili Group Mendorong Inovasi dan Kolaborasi untuk Ekosistem Susu Global yang Berkelanjutan pada World Dairy Congress 2026. Yili Group Hohhot, China ANTARA Xinhua-AsiaNet ndash",2,dpr_human_verified
"Menkeu Kurang dari 24 Jam, Bea-Cukai Gagalkan Dua Penyelundupan Emas Senilai Rp 63 Miliar. Menteri Keuangan Purbaya Yudhi Sadewa meminta Bea dan Cukai terus meningkatkan kapabilitas dan beradaptasi terhadap perkembangan modus penyelundupan.",1,dpr_human_verified
"Ikatan dan Makin Rapuh, AS Uji Loyalitas bagi Anggota NATO. AS mengaitkan pemberian dukungan militer bagi anggota NATO dengan sejauh mana mereka sejalan dengan kebijakan luar negeri Presiden Donald Trump,. Itu dilaporkan Bloomberg.",2,dpr_human_verified
"Kong Hyo Jin Ungkap Alasan Bintangi A Bona Fide Killer, Perankan Ibu Sekaligus Pembunuh. Dalam drama terbaru A Bona Fide Killer, aktris papan atas Korea Selatan Kong Hyo Jin menjelma menjadi seorang ibu sekaligus pembunuh bayaran legendaris.",0,dpr_human_verified
"Kisah Penyintas Terorisme yang Bangkit usai Berdamai dengan Masa Lalu. Puluhan tahun setelah tragedi bom meneror ruang publik, luka para penyintas tidak serta-merta berakhir.",0,dpr_human_verified
"Dituding Jadi Wanita Berbaju Putih Challenge Miras, Nadhea Klarifikasi. Nadhea Devi membantah tudingan sebagai wanita berbaju putih dalam kasus miras di festival musik. Dia bantah keterlibatan dan minta netizen tidak gegabah.",0,dpr_human_verified
"Kapolri Ungkap Ancaman Serius yang Mengintai Anak Muda di Dunia Maya. Kapolri Jenderal Listyo Sigit Prabowo saat penutupan E-Sport Kapolri Cup 2026 di Indonesia Arena, Kecamatan Tanah Abang, Jakarta Pusat, Minggu 9 8 2026 . Liputan6 Rifqy Alief",0,dpr_human_verified
"Punya Waktu Terbatas? Ini Strategi Main Game Minecraft Java Edition agar Satu Jam Tetap Menghasilkan Banyak Progres. Punya waktu main Minecraft Java Edition hanya satu jam? Ikuti strategi ini agar eksplorasi, mining, crafting, hingga membangun base tetap menghasilkan progres maksimal.",2,dpr_human_verified
"Bos Gendut Gembong Narkoba Kampung Bahari Ditangkap Saat Sedot Lemak. Gembong narkoba Kampung Bahari, MR atau Bos Gendut, ditangkap saat sedot lemak di salon. Ia terlibat kasus narkoba dan pencucian uang.",0,dpr_human_verified
Bambang Pacul Pesan LCC 4 Pilar MPR Jadi Wadah Perkuat Nilai Kebangsaan. Lomba Cerdas Cermat Empat Pilar MPR RI 2026 tingkat nasional diikuti 38 tim. Acara ini memperkuat pemahaman kebangsaan dan persatuan di kalangan generasi muda.,1,dpr_human_verified
"Legislator PKB Apresiasi Capaian Pemerintah, Terus Kawal Swasembada Pangan. Komisi IV DPR RI dikatakan akan terus mengawal swasembada pangan yang menjadi target pemerintah terhadap sejumlah sektor.",2,dpr_human_verified
"JPO Love-Hate Relationship di Rasuna Said Dibongkar. Warga melintasi tangga JPO di Jalan HR Rasuna Said, Jakarta Liputan6.com Helmi Fithriansyah",1,dpr_human_verified
"Cepat Tangani Kasus Karhutla Kalimantan, Kinerja Kapolri Dinilai Perkuat Pemerintah. Analis Politik dan Hukum Boni Hargens secara terbuka mengapresiasi langkah cepat yang diambil Polri dalam mengusut kasus Karhutla di wilayah Kalimantan.",2,dpr_human_verified
Fahri Hamzah Bicara Masa Depan Indonesia Butuh Sosok Pemimpin seperti Philosopher King. Wakil Ketua Umum Partai Gelora Indonesia Fahri Hamzah mengingatkan bahwa kunci keberhasilan negara melintasi disrupsi zaman di era digital ini berada pada perpaduan utuh antara kekuasaan power dan kapasitas intelektual ilmu .,2,dpr_human_verified
"Waspada Hujan Lebat Sabtu Ini, Simak Daftar Wilayahnya. BMKG mengeluarkan peringatan hujan lebat untuk Sabtu ini. Wilayah berpotensi hujan termasuk Sumatra Utara dan Kalimantan. Waspada angin kencang!",0,dpr_human_verified
"Festival kuliner kayu batu, ajang promosi potensi kampung. ANTARA - Masyarakat Kampung Kayu Batu, Kota Jayapura,Papua menggelar Festival Kuliner Merah Putih sebagai bagian dari ..",1,dpr_human_verified
"Dokter Tifa Kaget Ban Mobilnya Robek Panjang, Netizen Bicara Teror dan Pengecut. Tifauzia Tyassuma Dokter Tifa kaget ban mobilnya mendadak kempes. Peristiwa itu dialaminya usai rapat di kawasan Jakarta Selatan.",0,dpr_human_verified
Menteri UMKM Targetkan Diskon 50 Biaya Layanan Berlaku Pekan Depan. Menteri UMKM Maman Abdurrahman menargetkan penerapan diskon 50 biaya layanan bagi penjual seller UMKM di platform e-commerce berlaku pekan depan.,1,dpr_human_verified
"Golkar Salurkan 350 Ribu Benih Ikan ke Bandung Barat, Dorong Budidaya Perikanan Berkualitas. Wakil Ketua Komisi IV DPR RI Panggah Susanto dan Anggota Komisi IV DPR RI, Dadang M. Naser, menyalurkan bantuan sebanyak 350 ribu ekor benih ikan ke masyarakat.",2,dpr_human_verified
Peringatan Keras ke Pelaku Pungli Road Barrier Kota Tua. Peringatan Keras ke Pelaku Pungli Road Barrier Kota Tua,0,dpr_human_verified
Jalan Tegar Beriman-Bomang Ditargetkan Tersambung melalui Flyover pada 2027. Pemkab Bogor menargetkan pembangunan Flyover Bomang pada 2027 untuk menghubungkan Jalan Tegar Beriman dengan jalur Bojonggede-Kemang sekaligus memperkuat akses masyarakat menuju pusat pemerintahan di Cibinong.,2,dpr_human_verified
Bos BGN Akui Siswa di Berastagi Trauma Makan MBG usai Kasus Keracunan. Kepala BGN Sudaryono mengakui trauma siswa SMAN 1 Berastagi akibat keracunan. Ia berjanji perbaikan tata kelola MBG untuk mencegah kejadian serupa.,1,dpr_human_verified
"BSI Tuntaskan Transformasi Teknologi, Nasabah Capai Rekor Tertinggi. BSI mencatatkan rekor jumlah nasabah 24,3 juta di 2026 transformasi teknologi mendukung pertumbuhan bisnis dan layanan digital yang lebih baik.",2,dpr_human_verified
"Sepekan Gempa NTT, PU Perbaiki 34 Titik Longsor dan 9 Jembatan. Kementerian Pekerjaan Umum PU terus menangani kerusakan infrastruktur akibat gempa bumi yang mengguncang NTT pada Sabtu 15 8 .",0,dpr_human_verified
"Pasca Gempa Bumi di NTT, Menhub Dudy Prioritaskan Keselamatan dan Kelancaran Operasional Transportasi. Gempa bumi di wilayah NTT berdampak pada sejumlah sarana dan prasarana transportasi antara lain, Pelabuhan Laurentius Say, Pelabuhan Reo, Pelabuhan Nangakeo, hingga Bandar Udara Komodo.",0,dpr_human_verified
"Prabowo Tak Singgung IKN saat Pidato RAPBN 2027, Basuki Buka Suara. Kepala Otorita Ibu Kota Negara OIKN Basuki Hadimuljono buka suara mengenai pembangunan IKN yang secara khusus tidak disebut Presiden Prabowo Subianto ketika menyampaikan Rancangan Anggaran Pendapatan dan Belanja Negara RAPBN 2027. Prabowo hanya fokus pada 8 sektor Program Kerja Prioritas Nasiona",2,dpr_human_verified
"E-Sports Kapolri Cup 2026 Tembus 35.936 Peserta, 3 Rekor MURI Dipecahkan Sekaligus. E-Sports Kapolri Cup 2026 sukses digelar diikuti 35.936 peserta dari 34 Polda dan 403 Polres. Ajang ini juga berhasil mencetak 3 rekor MURI sekaligus.",2,dpr_human_verified
Video 107 Warga Tanjungsari Bogor Diduga Keracunan Mie Ayam MBG. Video 107 Warga Tanjungsari Bogor Diduga Keracunan Mie Ayam MBG,1,dpr_human_verified
"Pernyataan Berkelas Ole Romeny Usai Siksa Juara Liga Belanda PSV Eindhoven. Striker Timnas Indonesia, Ole Romeny, langsung menunjukkan ketajamannya pada pertandingan perdana bersama Fortuna Sittard di Eredivisie 2026 2027. Romeny mencetak satu g",2,dpr_human_verified
"Kalimantan Dilanda Karhutla, BNPB Layanan Penerbangan Tetap Berjalan Aman. BNPB turut memantau dampak asap kebakaran hutan dan lahan Karhutla di Kalimantan terhadap sektor transportasi udara. Kepekatan asap sempat menyebabkan penurunan jarak pandang di wilayah Banjarbaru, Palangka Raya, dan Pontianak.",1,dpr_human_verified
Penyebab Kebakaran Maut di Tebet karena Gangguan Listrik. Kebakaran di kosan dan fotocopy di Tebet menewaskan 4 orang dan 1 terluka. Penyebab diduga gangguan listrik. 86 personel dikerahkan untuk pemadaman.,0,dpr_human_verified
"Changhong Tunjuk Rossa sebagai Brand Ambassador Kampanye Langgeng Bersama . Kolaborasi ini menjadi langkah strategis Changhong untuk semakin mendekatkan diri dengan masyarakat melalui sosok yang inspiratif, hangat, dan dicintai lintas generasi.",2,dpr_human_verified
"Hasil La Liga Getafe vs Racing Santander, Gol Enes Unai Pastikan Kemenangan Azulones. Getafe berhasil menundukkan Racing Santander dengan skor tipis 1-0 dalam lanjutan La Liga berkat gol tunggal Enes Unai di menit ke-81.",2,dpr_human_verified
"Naik 10 , Grand Slam AS Terbuka 2026 Tawarkan Hadiah Terbesar dalam Sejarah. Pertandingan Grand Slam AS Terbuka 2026 menawarkan hadiah termasuk kontribusi dana kesejahteraan.",2,dpr_human_verified
"Sedikitnya 11 tewas dalam penembakan terpisah di Cape Town, Afsel. Sedikitnya 11 orang tewas dalam tiga insiden penembakan terpisah di wilayah metropolitan Cape Town, Afrika Selatan, ..",0,dpr_human_verified
"Menantu Trump Jared Kushner Lobi Israel untuk Rencana Perdamaian Gaza. Utusan Donald Trump, Jared Kushner, akan mengunjungi Israel dan Mesir untuk menjembatani perbedaan terkait rencana perdamaian dan gencatan senjata Gaza.",1,dpr_human_verified
"Sisi Lain Lapas Perempuan Bandung Ada Bayi, MPASI hingga Jalan-jalan Keluar. Sisi lain Lapas perempuan Bandung Ada bayi, MPASI hingga jalan-jalan keluar.",1,dpr_human_verified
"Pemkot Pekanbaru terapkan pembelajaran daring bagi peserta didik. Pemerintah Kota Pekanbaru, Provinsi Riau menerapkan pembelajaran jarak jauh PJJ atau daring dari rumah bagi peserta ..",1,dpr_human_verified
"Mendag Budi Santoso Dorong UMKM Naik Kelas lewat Penguatan Rantai Nilai Global. Mendag Budi Santoso mendorong penguatan akses pembiayaan UMKM, konektivitas, fasilitasi perdagangan, kapasitas domestik, serta kerja sama BRICS untuk membangun rantai nilai global yang tangguh dan inklusif.",2,dpr_human_verified
"KPK Geledah 15 Lokasi di Empat Kota, Usut Kasus Pemerasan Bupati Pemalang. Penyidik KPK menyasar 10 rumah di Pemalang, dua rumah di Tegal, dua rumah di Pekalongan, dan satu rumah di Semarang",1,dpr_human_verified
"KAI Targetkan Tahap Pertama Proyek Green Line Rampung 2027. KAI menargetkan pengembangan KRL Green Line Tanah Abang-Rangkasbitung rampung pada 2027, dengan penambahan gardu listrik dan modernisasi rangkaian.",1,dpr_human_verified
"Kolaborasi Pemkot Bekasi dan Kejaksaan Dukung Olahraga bagi Disabilitas. Melalui PEPARPEDA, para atlet pelajar disabilitas memperoleh kesempatan untuk menunjukkan kemampuan, kedisiplinan, semangat berkompetisi, dan potensi yang dimiliki pada cabang olahraga yang dipertandingkan.",2,dpr_human_verified
"Judi Online Modus Pulsa Terbongkar, Transaksi Capai Rp 890 M. Pengungkapan kasus dugaan judi online judol oleh Bareskrim Polri. Liputan6.com Rifqy",0,dpr_human_verified
"Iran Kecam Sanksi Ekonomi dari AS, Sebut Rusak Tatanan Global. Iran kecam sanksi ekonomi baru AS dan menilainya sebagai pelanggaran kedaulatan dan hukum internasional, serta memperingatkan dampak negatif ke tatanan global.",0,dpr_human_verified
"PLN Lakukan Pemulihan Kelistrikan Pascagempa M7.0 di Laut Flores. PLN memulihkan sistem kelistrikan NTT setelah gempa M7,7 mengguncang Laut Flores. PLTMG Maumere dan Rangko sempat padam akibat gempa susulan.",0,dpr_human_verified
"Bos Gendut Gembong Narkoba Kampung Bahari Ditangkap Saat Sedot Lemak. Gembong narkoba Kampung Bahari, MR atau Bos Gendut, ditangkap saat sedot lemak di salon. Ia terlibat kasus narkoba dan pencucian uang.",0,dpr_human_verified
Transmart Full Day Sale! Alat Kebersihan Jadi Semurah Ini. Transmart Full Day Sale kembali hadir pada Minggu 28 8 2026 .,1,dpr_human_verified
"Ketua RT di Pamulang Tangsel Jadi Tersangka Usai Tegur Warga Bakar Sampah. Ketua RT di Pamulang, Tangsel menjadi tersangka kasus dugaan penganiayaan. Kasus ini bermula saat Chris menegur warga bernama Fakhriadi karena membakar sampah.",0,dpr_human_verified
Prabowo Segera Tinjau Korban Gempa NTT. Prabowo akan melihat langsung kondisi korban gempa di NTT.,0,dpr_human_verified
"Sakit Hati Disebut Kampungan, Siswa di Kupang Tikam Guru Saat Tidur. Arifin menjelaskan A baru sekitar dua tahun menetap di Kota Kupang. Setelah menyelesaikan pendidikan SMP di Kabupaten Alor, A meneruskan sekolah di SMK Pelayaran Lasiana",1,dpr_human_verified
"Program PESAT Malinau Ciptakan Lapangan Kerja. Program Pertanian Sehat yang diinisiasi Bupati Malinau, Wempi W. Mawa, tak hanya memperkuat ketahanan pangan tapi juga membuka lapangan kerja.",1,dpr_human_verified
BBMKG Waspada potensi rob di enam pesisir Bali pada 11 17 Agustus. Balai Besar Meteorologi Klimatologi dan Geofisika BBMKG Wilayah II Denpasar meminta masyarakat mewaspadai potensi ..,0,dpr_human_verified
Menteri Ekonomi Kreatif Dukung Padang Jadi City of Gastronomy UNESCO. Menteri Ekonomi Kreatif Teuku Riefky Harsya mendukung langkah Padang menuju City of Gastronomy UNESCO melalui penguatan ekosistem ekonomi kreatif dan pembenahan sektor gastronomi.,2,dpr_human_verified
Polisi Bakal Bongkar Makam Sutrimo Usai Kematian Dinilai Janggal. Penyidik dari Polda Metro Jaya bakal melakukan ekshumasi terhadap jasad Sutrimo menyusul laporan dari kerabat soal dugaan kejanggalan kematiannya.,0,dpr_human_verified
"Dituding Jadi Wanita Berbaju Putih Challenge Miras, Nadhea Klarifikasi. Nadhea Devi membantah tudingan sebagai wanita berbaju putih dalam kasus miras di festival musik. Dia bantah keterlibatan dan minta netizen tidak gegabah.",0,dpr_human_verified
"Sambut HUT RI ke 81 TNI Polri Bersihkan Sampah di Kanal Banjir Barat. Ratusan personel gabungan TNI POLRI dan petugas penanganan prasarana dan sarana umum PPSU mengangkat sampah liar di Kanal Banjir Barat kawasan RPTRA Kalijodoh Jakarta, Sabtu , 15 Agustus 2026. KLY Arie Basuki .",0,dpr_human_verified
Purbaya Anggaran TKD Rp44 miliar untuk NTT sudah disalurkan. Purbaya Anggaran TKD Rp44 miliar untuk NTT sudah disalurkan,1,dpr_human_verified
"DPR Dukung Pemerintah Perketat Naturalisasi WNA Demi Lindungi Aset RI. Ketua Komisi XII DPR Willy Aditya mendorong pemerintah memperketat naturalisasi, tak cuma berdasarkan status atlet maupun ikatan pernikahan.",2,dpr_human_verified
"Ketum PP Mardiono Putusan MK Soal Pilkada Langsung Tak Ada yang Berubah. REPUBLIKA.CO.ID, MATARAM, Ketua Umum Partai Persatuan Pembangunan PP Muhamad Mardiono menanggapi putusan Mahkamah Konstitusi MK yang menegaskan bahwa pemilihan kepala daerah Pilkada di Indonesia wajib tetap dilaksanakan secara..",2,dpr_human_verified
Hashim Djojohadikusumo Jangan Borong Hunian Terjangkau. Hashim Djojohadikusumo mengingatkan hunian terjangkau tidak boleh diborong agar masyarakat mendapat kesempatan memiliki apartemen secara adil.,2,dpr_human_verified
"Shin Tae-yong Siapkan Persija Hadapi Dua Tim Thailand, Pemain Timnas Indonesia Dapat Perlakuan Khusus. Shin Tae-yong menyiapkan Persija menghadapi dua tim Thailand. Enam pemain Timnas Indonesia mendapat program khusus usai Piala AFF 2026 sebelum Super League.",1,dpr_human_verified
"Perpres Ojol Bakal Terbit Akhir Bulan Ini, Atur Potongan Tarif Angkutan Orang hingga Makanan. Peraturan Presiden Perpres mengenai ojek online ojol masih dalam proses finalisasi. Diperkirakan aturan tersebut akan rampung pada akhir bulan Agustus ini.",1,dpr_human_verified
Lebih BanyakFlash Video. Lebih BanyakFlash Video,1,dpr_human_verified
"BRI Resmi Luncurkan BRImo Taiwan, Perluas Akses Layanan Keuangan bagi Diaspora Indonesia di Taiwan. BRI meluncurkan BRImo Taiwan untuk memudahkan diaspora Indonesia dan PMI mengakses layanan perbankan, transaksi harian, serta pengiriman dana ke Indonesia.",1,dpr_human_verified
Kemenag Rilis Panduan Takbiran di Bali Jika Berbarengan dengan Nyepi. Kemenag Rilis Panduan Takbiran di Bali Jika Berbarengan dengan Nyepi,1,dpr_human_verified
"Jasa Marga Perkuat Layanan Tol Berbasis Teknologi, Utamakan Keselamatan Pengguna. REPUBLIKA.CO.ID, JAKARTA, PT Jasa Marga Persero Tbk menegaskan komitmennya dalam memperkuat layanan jalan tol berbasis teknologi dengan fokus utama pada keselamatan pengguna. Transformasi ini dilakukan melalui peningkatan kualitas..",2,dpr_human_verified
"Gempa NTT Menewaskan 33 Orang, Istana Berduka. Tim penyelamat mencari korban di reruntuhan setelah gempa berkekuatan magnitudo 7,7 mengguncang Pulau Flores di Pelabuhan Laurensius Say di Maumere, Sikka, Nusa Tenggara Timur, Sabtu, 15 Agustus 2026. AFP Arnold Welianto",0,dpr_human_verified
"Kejar Mimpi Rising Start Digelar di Bandung, Upaya CIMB Niaga Lakukan Edukasi dan Literasi Keuangan Anak Muda. CIMB Niaga menggulirkan gerakan utama yang dirancang khusus untuk mewadahi aspirasi, pengembangan diri, dan literasi keuangan anak muda Indonesia.",1,dpr_human_verified
Dukung Gaya Hidup Penghuni dengan Hadirkan Fasilitas Terpadu. Kawasan seluas 2.00 hektare yang berjarak 500 meter dari Stasiun KRL Maja ini mengusung konsep kota terpadu.,2,dpr_human_verified
"Dukung Swasembada Pangan, Polda Banten Panen Raya Jagung Kuartal IV 2025. Dukung Swasembada Pangan, Polda Banten Panen Raya Jagung Kuartal IV 2025",2,dpr_human_verified
Ketua Kwartir Cabang Pekanbaru Terima Lencana Darma Bakti di Peringatan Hari Pramuka ke-65. Lencana Darma Bakti merupakan tanda penghargaan bagi seseorang di dalam maupun di luar Gerakan Pramuka yang telah memberikan jasa atau pengabdian besar bagi perkembangan Gerakan Pramuka dan kepramukaan dunia.,1,dpr_human_verified
"Kebutuhan Hunian Terus Meningkat, Pasar Apartemen di Jatinangor kian Menjanjikan. Sebagai salah satu kawasan pendidikan, kebutuhan hunian di Jatinangor bagi mahasiswa maupun pekerja menjadi peluang tersendiri bagi bisnis apartemen.",2,dpr_human_verified
"Update Korban Gempa M 7 NTT 14 Orang Tewas dan 13 Luka. Dari 14 korban tewas, 3 di antaranya di Sikka. Kemudian 6 orang meninggal dunia di Manggarai, lalu 5 orang meninggal dunia di Manggarai Timur.",0,dpr_human_verified
"Peringatan Tsunami Gempa NTT Berakhir, Warga Diminta Tetap Jauhi Pantai. Pelaksana Tugas Plt Kepala Pusat Data, Informasi, dan Komunikasi Kebencanaan Kapusdatinkom BNPB Berton Suar Pelita Panjaitan saat menyampaikan keterangan pers terkait gempa NTT. Istimewa",0,dpr_human_verified
34.256 jiwa di Nagekeo masih mengungsi akibat gempa bumi NTT. ANTARA -,0,dpr_human_verified
"Gubernur NTT Korban Meninggal Akibat Gempa Bertambah Jadi Lima Orang. Gubernur NTT Melki Laka Lena mengatakan jumlah korban meninggal dunia akibat gempa berkekuatan magnitudo 7,7 di Mbay, Kabupaten Nagekeo bertambah menjadi lima orang.",0,dpr_human_verified
Kemenimipas-Kemenkes gelar pemeriksaan katarak dan CKGsambut HUT RI. Kementerian Imigrasi dan Pemasyarakatan bersama Kementerian Kesehatan melaksanakan pemeriksaan katarak dan cek ..,1,dpr_human_verified
"Empat orang tewas dalam insiden kekerasan di Chicago, Amerika Serikat. Empat orang tewas dalam insiden penembakan dan penikaman yang terjadi secara terpisah sepanjang malam di Chicago, ..",0,dpr_human_verified
"Kesehatan Saluran Cerna Jadi Kunci Tumbuh Kembang Optimal Anak. Ahli kesehatan menegaskan, saluran cerna tidak hanya berperan dalam proses pencernaan dan penyerapan nutrisi, tetapi juga memiliki kaitan erat dengan perkembangan imun",2,dpr_human_verified
"Le Minerale Jadi Official Mineral Water, Dukung Ribuan Pelari di Surabaya Marathon 2026. Sebanyak 7.00 pelari dari berbagai daerah di Indonesia dan mancanegara memadati Kota Surabaya dalam gelaran Le Minerale Surabaya Marathon 2026.",2,dpr_human_verified
"Hasil Ligue 1 Angers vs Lille, Calvin Verdonk Main, Les Dogues Menang. Lille sukses mengalahkan Angers 2-0 pada laga perdana Ligue 1 2026 2027. Olivier Giroud dan Tiago Santos jadi penentu kemenangan, Calvin Verdonk masuk sebagai pemain pengganti.",2,dpr_human_verified
Reuni Che Nelle dan EIGO Lewat Lagu Taisetsu na Mono untuk DOCOMO Future Museum. Che Nelle kembali bekerja sama dengan penulis lagu EIGO untuk merilis,1,dpr_human_verified
"MRT Siapkan 24 Area Komersial di Jalur Bawah Tanah Bundaran HI. PT MRT Jakarta siapkan 24 area multifungsi di Stasiun Bundaran HI. Ruang 4.439 m² ini mendukung ritel, FdanB, dan layanan untuk pengguna MRT.",2,dpr_human_verified
"Terpopuler Mobil Listrik Bukan Satu-satunya Jawaban, 37 Mobil Baru di GIIAS, hingga EV Bisa Tambah Jarak Tempuh. Info Toyota menilai mobil listrik bukan satu-satunya solusi Indonesia, 37 mobil baru di GIIAS 2026, dan ada EV yang bisa menambah jarak tempuh sendiri jadi populer.",2,dpr_human_verified
"Harga Emas Antam Hari Ini Tak Berubah di Rp2,69 Juta per Gram. Harga emas Antam ANTM pada hari ini, Senin 10 8 2026 stagnan di Rp2.690.00 per gram.",1,dpr_human_verified
"Bank Mandiri Perkuat Sinergi dengan Garuda Indonesia lewat GATF 2026. Bank Mandiri dan Garuda Indonesia gelar GATF 2026 pada 28-30 Agustus di JICC, Nikmati cashback hingga Rp7 juta dan berbagai penawaran menarik lainnya.",2,dpr_human_verified
Jusuf Kalla dukung GIHES 2026 untuk fokus pada pendidikan berkarakter.,2,dpr_human_verified
"Kota Padang Panjang Luncurkan Aplikasi Papago, Perkuat Transformasi Digital Pelayanan Publik. Pemerintah Kota Padang Panjang meluncurkan Papago untuk mengintegrasikan informasi dan layanan pemerintah dalam satu platform sekaligus memudahkan masyarakat menyampaikan aduan, aspirasi, serta mengakses berbagai informasi publik.",1,dpr_human_verified
"Rumah Buatan BRIN Tak Ambruk Usai Diguncang Gempa NTT, Ini Rahasianya. BRIN mengonfirmasi tiga rumah tahan gempa di NTT tetap berdiri setelah diguncang gempa M7,7 dan rentetan gempa susulan.",0,dpr_human_verified
"Sejarah Gempa Dahsyat di Bali hingga Nusa Tenggara Akibat Sesar Naik Flores. Gempa bumi berkekuatan magnitudo M 7,7 mengguncang wilayah Nusa Tenggara Timur NTT , Sabtu 15 8 2026 pagi. Gempa berpusat sekitar 30 kilometer timur laut Mbay, Kabupaten Nagekeo.",0,dpr_human_verified
BNSP lakukan penyaksian uji pertama LSP guna perkuat kompetensi 80 SDM. Badan Nasional Sertifikasi Profesi BNSP melakukan penyaksian uji pertama terhadap proses asesmen yang dilakukan enam ..,1,dpr_human_verified
"Menkum soal Wacana Pengadilan Ad Hoc BUMN Jadi Warning Buat Semua. Menteri Hukum, Supratman Andi Agtas mengatakan, wacana pengadilan ad hoc untuk mengusut pengelolaan BUMN adalah bentuk warning atau peringatan.",1,dpr_human_verified
"Kasus 996 Senjata di Sekolah, Kuasa Hukum Bantah Ada Ekskul Menembak. Yayasan Harapan Ibu Pondok Pinang YHI-PP memberlakukan sistem pendidikan jarak jauh PJJ selama satu minggu setelah polisi menemukan 996 senjata di ruangan mantan ketua yayasan. Liputan6.com Rifqy Alief Abiyya",0,dpr_human_verified
"China Bersiap Menyerang, Taiwan Siapkan Neraka Drone . Taktik Taiwan ini terinspirasi dari perang di Ukraina.",1,dpr_human_verified
"36 Ribu Kendaraan Melintas di Puncak Bogor, Lalin Megamendung-Cisarua Padat. Polisi mencatat 36 ribu kendaraan melintas di Jalan Raya Puncak pada long weekend. Penerapan sistem one way mengakibatkan kepadatan di beberapa titik.",0,dpr_human_verified
Veda Ega Pratama Finis 10 Besar di Moto3 Inggris 2026 Silverstone. Pembalap Indonesia Veda Ega Pratama berhasil finis di posisi kesembilan pada Moto3 Inggris 2026 di Sirkuit Silverstone setelah memulai balapan dari posisi ke-15.,2,dpr_human_verified
PNM Peduli Bergerak Penuhi Kebutuhan Warga Terdampak Gempa NTT. Sebanyak 147 paket bantuan dengan total nilai Rp 144 juta disalurkan kepada 1.347 penerima manfaat di delapan titik pengungsian wilayah terdampak.,2,dpr_human_verified
"Tak Perlu Bingung, Kini Lapor Polisi Bisa Lewat SuperApp Polri dan Langsung Terhubung ke Polsek. Kualitas pelayanan ke masyarakat lewat teknologi digital, terus dilakukan Polri. Yang terbaru lewat aplikasi SuperApp Polri yang punya fitur layanan darurat 110.",0,dpr_human_verified
Hujan Es Terjang 3 Distrik Lanny Jaya Papua Bikin Petani Gagal Panen. Hujan es di Lanny Jaya merusak tanaman dan menyebabkan petani gagal panen. Bupati Aletinus Yigibalom bentuk Tim Tanggap Darurat untuk penanganan bencana.,0,dpr_human_verified
"Beban Utang G7 Memuncak AS Tembus Rp707 Ribu Triliun, Suku Bunga Global Ancam Keuangan Dunia. Perekonomian negara-negara maju G7 menghadapi tekanan finansial paling sengit dalam beberapa dekade terakhir. Dipicu oleh lonjakan utang Amerika menembus rekor Rp707.154 triliun.",2,dpr_human_verified
BMKG Gempa Susulan NTT Masih Terus Terjadi hingga 30 Hari ke Depan. BMKG memprakirakan gempa susulan di NTT akan berlangsung 30 hari ke depan. Sejauh ini tercatat 3.002 gempa susulan.,0,dpr_human_verified
"Pertamina Patra Niaga Kirim Logistik bagi Penyintas Gempa di Palue. PT Pertamina Patra Niaga menyalurkan bantuan logistik dan kebutuhan dasar kepada 534 penyintas gempa di Kecamatan Palue, Kabupaten Sikka, Nusa Tenggara Timur.",0,dpr_human_verified
"Tak Selalu Permanen, Uban karena Stres Ternyata Bisa Menghitam Kembali. Uban ternyata tak selalu permanen. dr. Adam Prabata mengungkap stres dapat memengaruhi warna rambut, bahkan uban bisa kembali ke warna aslinya saat stres menurun.",1,dpr_human_verified
Bareskrim bongkar dugaan peredaran narkoba di HH Club Batam. Direktorat Tindak Pidana Narkoba Badan Reserse Kriminal Polri membongkar kasus dugaan peredaran narkoba di tempat ..,0,dpr_human_verified
MUI Hadiah Lomba 17 Agustus yang Berasal dari Uang Pendaftaran Peserta Tergolong Judi. MUI ingatkan hukum menggunakan uang pendaftaran peserta sebagai sumber biaya hadiah lomba 17 Agustus tergolong praktik judi qimar .,0,dpr_human_verified
"Projo Gelar HUT ke-12 di Jakarta, Budi Arie Tegaskan Dukung Prabowo. Jokowi absen dalam peringatan hari ulang tahun HUT ke-12 salah satu organisasi relawan utamanya, Projo.",2,dpr_human_verified
"Pemerintah Perkuat Food Estate Kalteng dengan Manajemen Risiko Lintas Sektor. REPUBLIKA.CO.ID, JAKARTA, Pemerintah memperkuat pengembangan food estate di Kalimantan Tengah Kalteng melalui penerapan manajemen risiko lintas sektor. Langkah ini diambil untuk meningkatkan efektivitas proyek, mendukung target swasembada pangan,..",2,dpr_human_verified
"Trump Ingin Akhiri Perang dengan Iran Meski tanpa Kesepakatan Nuklir. Donald Trump dilaporkan bersiap mempertimbangkan penghentian perang dengan Iran tanpa kesepakatan nuklir, dengan syarat Selat Hormuz dibuka secara penuh.",1,dpr_human_verified
"Gempa M7,7 Guncang Flores NTT, BMKG Ungkap Sesar Aktif yang Patut Diwaspadai. Gempa NTT M7,7 pada 15 Agustus 2026 dipicu sesar naik busur belakang Flores. BMKG ungkap potensi gempa M7,8-7,9 dan catat 52 gempa susulan. Simak selengkapnya.",0,dpr_human_verified
